	
	
🔨点播测试,#genre#
木吒影视,https://www.goodiptv.club/huya/24535077
EZQ影视,https://www.goodiptv.club/huya/24396353
二叔托马斯,https://www.goodiptv.club/huya/27817468
奥雷观影,https://www.goodiptv.club/huya/27626673
julie,https://www.goodiptv.club/huya/20969142
八零影漫,https://www.goodiptv.club/huya/27236095
疯狂解说家,https://www.goodiptv.club/huya/18366196
不问影探,https://www.goodiptv.club/huya/25013685
大郎哥哥在这里,https://www.goodiptv.club/huya/24996596
十三神故事,https://www.goodiptv.club/huya/24866426
且听我说,https://www.goodiptv.club/huya/20985820
有种过来和我拼菜啊,https://www.goodiptv.club/huya/24891607
金天影视,https://www.goodiptv.club/huya/27309072
肥猫观影,https://www.goodiptv.club/huya/24152470
虎妞说电影,https://www.goodiptv.club/huya/20343144
九汐探长,https://www.goodiptv.club/huya/23539969
上班偷偷追个剧,https://www.goodiptv.club/huya/26995378
刺猬职场说,https://www.goodiptv.club/huya/22717669
扎楠灬,https://www.goodiptv.club/huya/24587847
明日香世界第一可爱,https://www.goodiptv.club/huya/21059530
hihiji,https://www.goodiptv.club/huya/24982176
西瓜讲电影,https://www.goodiptv.club/huya/27742216
花花与三猫CatLive,https://www.goodiptv.club/huya/15927359
空空说电影,https://www.goodiptv.club/huya/15923500
清酒电影,https://www.goodiptv.club/huya/23058985
大葱电影,https://www.goodiptv.club/huya/26332024
海哥电影,https://www.goodiptv.club/huya/25789589
笑笑影视Y,https://www.goodiptv.club/huya/24804669
恐怖电影猪哥,https://www.goodiptv.club/huya/14015002
夏天成长记,https://www.goodiptv.club/huya/24887908
冷菲菲Vivi,https://www.goodiptv.club/huya/24833420
一目十影,https://www.goodiptv.club/huya/20449771
电影充电站,https://www.goodiptv.club/huya/20064385
艾莉,https://www.goodiptv.club/huya/20969144
猫眼下的鱼,https://www.goodiptv.club/huya/20236200
麻蛋和丑丑,https://www.goodiptv.club/huya/24803241
怀旧电影厅,https://www.goodiptv.club/huya/25863244
电影间谍,https://www.goodiptv.club/huya/16149609
新剧不能停,https://www.goodiptv.club/huya/26994605
顶级奢侈,https://www.goodiptv.club/huya/20985814
政宗君DE情敌,https://www.goodiptv.club/huya/26704262
关灯看大片,https://www.goodiptv.club/huya/16135863
户外求生挑战,https://www.goodiptv.club/huya/24816566
沉睡在你心底的光,https://www.goodiptv.club/huya/20985816
二哥说电影,https://www.goodiptv.club/huya/24969013
小武有好剧,https://www.goodiptv.club/huya/27742250
海龙动漫,https://www.goodiptv.club/huya/25886059
老电影故事,https://www.goodiptv.club/huya/15267139
宇宙无敌韩三金,https://www.goodiptv.club/huya/15494057
邦邦说,https://www.goodiptv.club/huya/27742258
旺仔是三七分,https://www.goodiptv.club/huya/24888703
木子电影V,https://www.goodiptv.club/huya/27314057
一席YIXI,https://www.goodiptv.club/huya/20985840
热播君V,https://www.goodiptv.club/huya/26999401
噔噔悬疑社,https://www.goodiptv.club/huya/17445539
游戏小萌主,https://www.goodiptv.club/huya/16915640
贝勒电影,https://www.goodiptv.club/huya/24770400
冬至不会飞,https://www.goodiptv.club/huya/24761801
续哥说电影,https://www.goodiptv.club/huya/24396472
不二说剧,https://www.goodiptv.club/huya/24401498
花町馆长,https://www.goodiptv.club/huya/24990417
昵称违规-AdKUzor5AU,https://www.goodiptv.club/huya/18719577
是青哥,https://www.goodiptv.club/huya/24875819
米粒电脑装机,https://www.goodiptv.club/huya/16929106
嘉嘉,https://www.goodiptv.club/huya/19491628
我是十块君,https://www.goodiptv.club/huya/16688513
看似斐濟,https://www.goodiptv.club/huya/26355780
盛世-胖公子装机,https://www.goodiptv.club/huya/17269926
艺术旅者,https://www.goodiptv.club/huya/20985798
娜娜Q,https://www.goodiptv.club/huya/20969125
老实的小虎牙,https://www.goodiptv.club/huya/21059609
调查团,https://www.goodiptv.club/huya/20969117
年月犬,https://www.goodiptv.club/huya/26355784
薔薇六,https://www.goodiptv.club/huya/26355799
小强电脑装机,https://www.goodiptv.club/huya/28947271
上山鱼香,https://www.goodiptv.club/huya/26355798
ByDiy,https://www.goodiptv.club/huya/20985807
盡堊而美洲,https://www.goodiptv.club/huya/26355830
江苏政哥攒机,https://www.goodiptv.club/huya/23810101
鬼叔奇谈,https://www.goodiptv.club/huya/20985821
我是一颗小虎牙,https://www.goodiptv.club/huya/20985853
长沙海底世界,https://www.goodiptv.club/huya/27423636
电脑装机联盟,https://www.goodiptv.club/huya/20469031
博士说,https://www.goodiptv.club/huya/20985819
新奇好玩喵,https://www.goodiptv.club/huya/21059610
螺丝也可爱,https://www.goodiptv.club/huya/21059604
缠,https://www.goodiptv.club/huya/20969140
魅友俱乐部,https://www.goodiptv.club/huya/26355805
如何雨燕,https://www.goodiptv.club/huya/26355796
山东北路大喬,https://www.goodiptv.club/huya/26355860
唐唐科普,https://www.goodiptv.club/huya/20985846
机动战士驾驶科目3,https://www.goodiptv.club/huya/26355764
大漠李白,https://www.goodiptv.club/huya/26355861
电竞也要专用机,https://www.goodiptv.club/huya/26355816
UniqueToo,https://www.goodiptv.club/huya/20985806
迢递羹瓜祭,https://www.goodiptv.club/huya/26355787
壹车,https://www.goodiptv.club/huya/20969124
阿叁,https://www.goodiptv.club/huya/20969141
玩大变成光,https://www.goodiptv.club/huya/21059608
小翼看科技,https://www.goodiptv.club/huya/27318871
御所田南通,https://www.goodiptv.club/huya/26355773
都護鐵衣也君子,https://www.goodiptv.club/huya/26355772
赛文777,https://www.goodiptv.club/huya/21059607
微风孝王都,https://www.goodiptv.club/huya/26355794
袖中忽见洮河北,https://www.goodiptv.club/huya/26355788
良奉白豆,https://www.goodiptv.club/huya/26355849
有点意思,https://www.goodiptv.club/huya/20985824
维思维,https://www.goodiptv.club/huya/20985802
生活技巧,https://www.goodiptv.club/huya/20985833
對君白蜥蜴,https://www.goodiptv.club/huya/26355776
池邊苏爾,https://www.goodiptv.club/huya/26355821
努比亚世界,https://www.goodiptv.club/huya/26355808
硬核三星,https://www.goodiptv.club/huya/26355819
Apple手机快发资讯,https://www.goodiptv.club/huya/26355817
合班阿離,https://www.goodiptv.club/huya/26355792
求战砂輪虫江米釀鴨子,https://www.goodiptv.club/huya/26355859
VIVO新机看点,https://www.goodiptv.club/huya/26355803
君家獵天驕,https://www.goodiptv.club/huya/26355826
小武电影,https://www.goodiptv.club/huya/26942609
老来事業斷橋邊,https://www.goodiptv.club/huya/26355853
天地間香芒,https://www.goodiptv.club/huya/26355800
三十既未息,https://www.goodiptv.club/huya/26355846
老文的快乐生活,https://www.goodiptv.club/huya/21267475
一刻talks,https://www.goodiptv.club/huya/17000197
春江花朝吹香夢,https://www.goodiptv.club/huya/26355791
小米新机播报,https://www.goodiptv.club/huya/26355807
Latest手机发布会,https://www.goodiptv.club/huya/26355818
虎扯新车,https://www.goodiptv.club/huya/26355820
阿夹,https://www.goodiptv.club/huya/20985783
曾繼君,https://www.goodiptv.club/huya/26355833
HUAWEI手机产品线,https://www.goodiptv.club/huya/26355812
惡紫之奪氈酒,https://www.goodiptv.club/huya/26355866
OPPO新机发售,https://www.goodiptv.club/huya/26355813
一加手机首发,https://www.goodiptv.club/huya/26355814
大龙Dallon,https://www.goodiptv.club/huya/28061673
国储手机维修,https://www.goodiptv.club/huya/25891890
秋風裊裊更秉烛,https://www.goodiptv.club/huya/26355781
舞困尺蠖,https://www.goodiptv.club/huya/26355832
安心是藥與君同,https://www.goodiptv.club/huya/26355827
KotohaModeling,https://www.goodiptv.club/huya/20985794
同芋螺,https://www.goodiptv.club/huya/26355801
村村就爱玩,https://www.goodiptv.club/huya/21059605


.阿斗归来了,https://epg.112114.xyz/huya/13303478
.小川看电影,https://epg.112114.xyz/huya/15870999
.鱼丸说电影,https://epg.112114.xyz/huya/16615910
.扁豆看电影1,https://epg.112114.xyz/huya/bdcmovie
.扁豆看电影2,https://epg.112114.xyz/huya/21059623
.亮哥说电影,https://epg.112114.xyz/huya/16144175
.亮哥说电影2,https://epg.112114.xyz/huya/21059622
.止戈电影,https://epg.112114.xyz/huya/19863777


.焦梦聆听,https://epg.112114.xyz/huya/16802752
.音乐小石榴,https://epg.112114.xyz/huya/17091681
.电吉他少女,https://epg.112114.xyz/huya/21241765
.放松音乐•,https://epg.112114.xyz/huya/21241811
.放松音乐,https://epg.112114.xyz/huya/21241813
.惊艳翻唱,https://epg.112114.xyz/huya/21241815
.必听民谣经典,https://epg.112114.xyz/huya/21241831
.EDM ◆音乐,https://epg.112114.xyz/huya/21241838
.阿兰ALAN,https://epg.112114.xyz/huya/22970983
.抒情民谣,https://epg.112114.xyz/huya/22989841
.粤语专享,https://epg.112114.xyz/huya/27626480
.安静听歌吖,https://epg.112114.xyz/huya/27729374
.涵哥评电影,https://epg.112114.xyz/huya/neihan
.电影最TOP,https://epg.112114.xyz/huya/topfilm

周星驰[1],https://epg.112114.xyz/huya/11342412
林正英[4],https://epg.112114.xyz/huya/11342421
港台电影[5],https://epg.112114.xyz/huya/880261
欧美娱乐[6],https://epg.112114.xyz/huya/21059574
铁齿铜牙纪晓岚[8],https://epg.112114.xyz/huya/11342396
沈腾[9],https://epg.112114.xyz/huya/11601968
科幻五分钟[10],https://epg.112114.xyz/huya/15152155
新三国[11],https://epg.112114.xyz/huya/11352944
金庸经典剧[12],https://epg.112114.xyz/huya/11602082
徐克[13],https://epg.112114.xyz/huya/11352909
极限挑战[14],https://epg.112114.xyz/huya/11352914
庆余年[15],https://epg.112114.xyz/huya/11352960
陈翔六点半[16],https://epg.112114.xyz/huya/11274154
欧美电影5分钟[18],https://epg.112114.xyz/huya/16028551
成龙[20],https://epg.112114.xyz/huya/11342386
地下交通站[21],https://epg.112114.xyz/huya/11342433
爱情公寓[23],https://epg.112114.xyz/huya/11336726
电影[24],https://epg.112114.xyz/huya/618917
倚天屠龙记[25],https://epg.112114.xyz/huya/11342403
龙珠[27],https://epg.112114.xyz/huya/18632116
让子弹飞[28],https://epg.112114.xyz/huya/11259843
甄子丹[31],https://epg.112114.xyz/huya/11352935
家有儿女[32],https://epg.112114.xyz/huya/11352872
路飞[34],https://epg.112114.xyz/huya/16913382
雍正王朝[36],https://epg.112114.xyz/huya/11342439
神探狄仁杰[39],https://epg.112114.xyz/huya/11352958
恐怖电影找力哥[41],https://epg.112114.xyz/huya/23419131
秀cai遇着兵[42],https://epg.112114.xyz/huya/11352871
新水浒[44],https://epg.112114.xyz/huya/11342384
士兵突击[45],https://epg.112114.xyz/huya/11342430
龙门镖局[48],https://epg.112114.xyz/huya/11352874
刘德华[49],https://epg.112114.xyz/huya/11342424
官场大佬再创业[54],https://epg.112114.xyz/huya/11602086
网球王子[55],https://epg.112114.xyz/huya/11352882
康熙王朝[56],https://epg.112114.xyz/huya/11352940
康熙微服私访[58],https://epg.112114.xyz/huya/11342418
极品新娘[60],https://epg.112114.xyz/huya/11342426
三国演义[63],https://epg.112114.xyz/huya/11602081
止戈电影[64],https://epg.112114.xyz/huya/19863777
李连杰[65],https://epg.112114.xyz/huya/11342390
欧美电影[67],https://epg.112114.xyz/huya/11352880
科幻电影[68],https://epg.112114.xyz/huya/11602034
杰森·斯坦森[69],https://epg.112114.xyz/huya/21059588
父母爱情[71],https://epg.112114.xyz/huya/11602071
红海行动[72],https://epg.112114.xyz/huya/11601986
生活大爆炸[73],https://epg.112114.xyz/huya/11342417
五福星[77],https://epg.112114.xyz/huya/11282233
麻雀[79],https://epg.112114.xyz/huya/11352881
封神演义[80],https://epg.112114.xyz/huya/19524135
小品[81],https://epg.112114.xyz/huya/11352938
周润发[83],https://epg.112114.xyz/huya/11342387
搞笑的一家人[84],https://epg.112114.xyz/huya/11342402
经典高智商犯罪片[86],https://epg.112114.xyz/huya/11352962
倩女幽魂[87],https://epg.112114.xyz/huya/11601970
Yes小哥的美食[88],https://epg.112114.xyz/huya/14363949
朱雀青龙[89],https://epg.112114.xyz/huya/11352905
杨幂扮演王昭君出塞[90],https://epg.112114.xyz/huya/11352910
芈月传[91],https://epg.112114.xyz/huya/11352975
神貂侠侣[92],https://epg.112114.xyz/huya/11352964
林正英[93],https://epg.112114.xyz/huya/18441722
港产搞笑[94],https://epg.112114.xyz/huya/11601960
我de团长我的团[95],https://epg.112114.xyz/huya/11342416
天龙八部[96],https://epg.112114.xyz/huya/11352912
小鲤鱼[97],https://epg.112114.xyz/huya/11601961
中华小当家[98],https://epg.112114.xyz/huya/11342413
7分钟看完科幻[99],https://epg.112114.xyz/huya/17105786
警匪[100],https://epg.112114.xyz/huya/11352886
虎牙[102],https://epg.112114.xyz/huya/21059565
权力的游戏[103],https://epg.112114.xyz/huya/17943364
港式警匪片[104],https://epg.112114.xyz/huya/16424416
百鸟朝凤[105],https://epg.112114.xyz/huya/15894162
猫和老鼠[106],https://epg.112114.xyz/huya/11352879
新乌龙院之笑闹江湖[109],https://epg.112114.xyz/huya/15981239
旋风球技[110],https://epg.112114.xyz/huya/11342400
海贼王15[111],https://epg.112114.xyz/huya/17941367
RM 刘在石李光洙跑男[114],https://epg.112114.xyz/huya/11336725
吐槽大会[115],https://epg.112114.xyz/huya/11342422
大秦帝国[116],https://epg.112114.xyz/huya/11602074
黑帮斗争[117],https://epg.112114.xyz/huya/11342419
周星驰[119],https://epg.112114.xyz/huya/21136378
笑傲帮[120],https://epg.112114.xyz/huya/11352908
火影忍者[121],https://epg.112114.xyz/huya/20236200
葛二蛋[122],https://epg.112114.xyz/huya/11602072
军事武器分析[123],https://epg.112114.xyz/huya/15824466
悬疑推理烧脑破案[126],https://epg.112114.xyz/huya/17445539
神医喜来乐[127],https://epg.112114.xyz/huya/11601978
小川电影解说[128],https://epg.112114.xyz/huya/15870999
好莱坞[130],https://epg.112114.xyz/huya/21059587
医馆笑传[131],https://epg.112114.xyz/huya/11352891
经典好片[132],https://epg.112114.xyz/huya/11342427
史诗级战zheng电影[133],https://epg.112114.xyz/huya/21059556
开心快乐就完事了[134],https://epg.112114.xyz/huya/11342388
黄金配角廖启智[135],https://epg.112114.xyz/huya/21059562
中国功夫[136],https://epg.112114.xyz/huya/11352941
Han国高分动作片[137],https://epg.112114.xyz/huya/11352884
勇敢的心[138],https://epg.112114.xyz/huya/11602037
经典好剧[139],https://epg.112114.xyz/huya/11602085
精彩不断[140],https://epg.112114.xyz/huya/24396428
高分电影[141],https://epg.112114.xyz/huya/16615910
隋唐英雄[144],https://epg.112114.xyz/huya/11352899
美食纪录片[148],https://epg.112114.xyz/huya/11352955
张显宗[149],https://epg.112114.xyz/huya/16865726
一口毒奶[150],https://epg.112114.xyz/huya/16144261
邓超[151],https://epg.112114.xyz/huya/11336592
经典影片[152],https://epg.112114.xyz/huya/15267139
经典喜剧片[154],https://epg.112114.xyz/huya/11352894
X档案[155],https://epg.112114.xyz/huya/20045465
大片[156],https://epg.112114.xyz/huya/21059585
影片欣赏[160],https://epg.112114.xyz/huya/20695907
徐峥[161],https://epg.112114.xyz/huya/11602043
电影笔记[162],https://epg.112114.xyz/huya/16920222
异形世界[165],https://epg.112114.xyz/huya/21059577
6分钟看惊悚恐怖片[168],https://epg.112114.xyz/huya/15494057
神hua[169],https://epg.112114.xyz/huya/11352913
海贼王[173],https://epg.112114.xyz/huya/16739452
速看[174],https://epg.112114.xyz/huya/16868935
科幻片[176],https://epg.112114.xyz/huya/17904870
速看美剧[177],https://epg.112114.xyz/huya/17204307
林正英[178],https://epg.112114.xyz/huya/21388479
笑傲江湖 喜剧脱口秀[179],https://epg.112114.xyz/huya/11352937
大侦探皮卡丘[181],https://epg.112114.xyz/huya/17341907
沫漾电影[182],https://epg.112114.xyz/huya/15556391
今晚80后脱口秀[183],https://epg.112114.xyz/huya/11352961
奇幻片[184],https://epg.112114.xyz/huya/16149609
进来看看电影[186],https://epg.112114.xyz/huya/24376361
骆驼祥子[187],https://epg.112114.xyz/huya/19450129
怀玉格格[191],https://epg.112114.xyz/huya/11352887
中国最后一个太监[192],https://epg.112114.xyz/huya/16604522
科幻动作电影[193],https://epg.112114.xyz/huya/16914870
母亲为爱展开复仇[195],https://epg.112114.xyz/huya/16626185
电ju惊魂系列[196],https://epg.112114.xyz/huya/11352903
经典小影院[201],https://epg.112114.xyz/huya/23017124
娘子陪你看[206],https://epg.112114.xyz/huya/18964209
捉妖记[207],https://epg.112114.xyz/huya/11342414
欧美电影[211],https://epg.112114.xyz/huya/21059581
硬汉的直播间[212],https://epg.112114.xyz/huya/24614407
天雷滚滚[213],https://epg.112114.xyz/huya/11352945
港剧经典[215],https://epg.112114.xyz/huya/11352965
茶啊二中[216],https://epg.112114.xyz/huya/11213191
喜剧专场[217],https://epg.112114.xyz/huya/11602044
浓浓当年情[218],https://epg.112114.xyz/huya/11602065
搜神传[220],https://epg.112114.xyz/huya/11342437
情深深雨濛濛[221],https://epg.112114.xyz/huya/11352885
女神系列[222],https://epg.112114.xyz/huya/11336571
金庸的武侠世界[223],https://epg.112114.xyz/huya/11342435
杨门女将电影系列[224],https://epg.112114.xyz/huya/11336590
穿越千年之恋[225],https://epg.112114.xyz/huya/11342398
天龙八部[226],https://epg.112114.xyz/huya/11602041
魔法世界[227],https://epg.112114.xyz/huya/21059580
文成公主进藏[228],https://epg.112114.xyz/huya/11352974
舒克和贝塔[229],https://epg.112114.xyz/huya/11352949
镖行天下[230],https://epg.112114.xyz/huya/11352969
许氏三杰[232],https://epg.112114.xyz/huya/11602033
精忠岳飞南征北战[234],https://epg.112114.xyz/huya/11336578
张卫健[235],https://epg.112114.xyz/huya/11342423
中国西部刑侦大案纪实[236],https://epg.112114.xyz/huya/11601972
搞笑僵尸片[238],https://epg.112114.xyz/huya/11352963
国产青春爱情[239],https://epg.112114.xyz/huya/11602075
孙悟空[240],https://epg.112114.xyz/huya/11342395
太空混战[241],https://epg.112114.xyz/huya/21059579
三国鼎立[242],https://epg.112114.xyz/huya/11602077
da宋提刑官[243],https://epg.112114.xyz/huya/11279251
赘婿[244],https://epg.112114.xyz/huya/21059564
歪果仁的动作片子[246],https://epg.112114.xyz/huya/21059552
冯小刚合集[247],https://epg.112114.xyz/huya/11352906
命案十三宗[248],https://epg.112114.xyz/huya/11601981
令狐冲&东方不败[249],https://epg.112114.xyz/huya/11601962
四驱兄弟[250],https://epg.112114.xyz/huya/11352922
最佳搭档[251],https://epg.112114.xyz/huya/11342397
利箭特战队出击！[252],https://epg.112114.xyz/huya/11352973
关灯看大片[254],https://epg.112114.xyz/huya/16135863
婆媳[255],https://epg.112114.xyz/huya/21059568
黄渤[256],https://epg.112114.xyz/huya/11352876
虎妈猫爸[257],https://epg.112114.xyz/huya/11601964
慈善超人合集[258],https://epg.112114.xyz/huya/10871113
喜剧合家欢[259],https://epg.112114.xyz/huya/11352877
谍战神剧[262],https://epg.112114.xyz/huya/11342436
甄嬛传[265],https://epg.112114.xyz/huya/11601971
悬疑片[266],https://epg.112114.xyz/huya/11602088
我是大哥大[267],https://epg.112114.xyz/huya/23652317
大宅men[270],https://epg.112114.xyz/huya/11352936
看救援电影[272],https://epg.112114.xyz/huya/21059586
贺岁合家欢剧场[273],https://epg.112114.xyz/huya/11602067
篮qiu火[274],https://epg.112114.xyz/huya/21059558
金庸作品电影[278],https://epg.112114.xyz/huya/11352897


.阿斗归来了,http://jiandjh.51vip.biz:35455/huya/13303478
.小川看电影,http://jiandjh.51vip.biz:35455/huya/15870999
.鱼丸说电影,http://jiandjh.51vip.biz:35455/huya/16615910
.扁豆看电影1,http://jiandjh.51vip.biz:35455/huya/bdcmovie
.扁豆看电影2,http://jiandjh.51vip.biz:35455/huya/21059623
.亮哥说电影,http://jiandjh.51vip.biz:35455/huya/16144175
.亮哥说电影2,http://jiandjh.51vip.biz:35455/huya/21059622
.止戈电影,http://jiandjh.51vip.biz:35455/huya/19863777
	
🔄 YY 轮播,#genre#

鹿鼎记-周星驰版,https://www.goodiptv.club/yy/1354658049
速度与激情全集,https://www.goodiptv.club/yy/1382749892
武林外传1,https://www.goodiptv.club/yy/1354752120
经典港片800部,https://www.goodiptv.club/yy/1382800018
【新三国】萌儿陪看,https://www.goodiptv.club/yy/29216766
情满四合院1,https://www.goodiptv.club/yy/30736888
纪晓岚,https://www.goodiptv.club/yy/1354143978
宰相刘罗锅1,https://www.goodiptv.club/yy/1382745191
济公游记,https://www.goodiptv.club/yy/1355265814
新白娘子传奇,https://www.goodiptv.club/yy/1354490667
【战狼3吴京】首播,https://www.goodiptv.club/yy/1456668939
豪哥带我们发财,https://www.goodiptv.club/yy/23402146
【鹿鼎记】金庸经典,https://www.goodiptv.club/yy/28265277
封神榜,https://www.goodiptv.club/yy/1353426319
【盜暮笔记】24h,https://www.goodiptv.club/yy/1382702247
雍正王朝 高清 护眼版,https://www.goodiptv.club/yy/23206872
李连杰功夫 经典武侠,https://www.goodiptv.club/yy/74613175
鬼经典老片,https://www.goodiptv.club/yy/1463783198
隋唐英雄传 蓝光,https://www.goodiptv.club/yy/1352475619
狄仁杰,https://www.goodiptv.club/yy/1351755386
林正英 僵尸 鬼片,https://www.goodiptv.club/yy/1351505899
港片 绝版电影,https://www.goodiptv.club/yy/1355479289
纪晓岚1,https://www.goodiptv.club/yy/1382781415
【战狼3吴京】独播,https://www.goodiptv.club/yy/37999586
英叔僵尸 3000部,https://www.goodiptv.club/yy/1353685311
66车讯,https://www.goodiptv.club/yy/1382571192
神探狄仁杰2,https://www.goodiptv.club/yy/1382828767
玲宝陪你看,https://www.goodiptv.club/yy/1353215589
举起手来-惊险抗日,https://www.goodiptv.club/yy/1382736877
寻秦记-穿越剧经典,https://www.goodiptv.club/yy/1382749900
燕双鹰1,https://www.goodiptv.club/yy/1352227153
【动漫】斗罗斗破,https://www.goodiptv.club/yy/1353098382
电影电影电影,https://www.goodiptv.club/yy/28099939
少年包青天第三部,https://www.goodiptv.club/yy/1382736814
经典鬼片3000部,https://www.goodiptv.club/yy/29460894
【少年歌行】,https://www.goodiptv.club/yy/1354806550
康熙微服私访记,https://www.goodiptv.club/yy/1352811698
二龙湖浩哥【经典搞笑】,https://www.goodiptv.club/yy/28205255
绝版鬼片 超恐怖,https://www.goodiptv.club/yy/1382788850
宰相刘罗锅2,https://www.goodiptv.club/yy/1353892468
鹿鼎记-高清全集,https://www.goodiptv.club/yy/1382704650
神探狄仁杰1,https://www.goodiptv.club/yy/1354930934
狄仁杰等你哦,https://www.goodiptv.club/yy/1457579747
【经典港片】佟瑶,https://www.goodiptv.club/yy/23531261
【济公】游本昌,https://www.goodiptv.club/yy/25519088
斗破苍穹玄幻剧,https://www.goodiptv.club/yy/1356051105
新主播，求照顾,https://www.goodiptv.club/yy/29197808
燕双鹰2,https://www.goodiptv.club/yy/1354143942
港剧悬疑破案,https://www.goodiptv.club/yy/10425097
朱元璋电视剧,https://www.goodiptv.club/yy/1382765235
动漫1,https://www.goodiptv.club/yy/26664495
荒野求生德爷,https://www.goodiptv.club/yy/36949900
斗罗斗破24H正在直播,https://www.goodiptv.club/yy/1355171231
知否,https://www.goodiptv.club/yy/1351537467
特种兵系列,https://www.goodiptv.club/yy/1508456184
斗罗斗破动漫,https://www.goodiptv.club/yy/1420843376
【雪豹】超经典,https://www.goodiptv.club/yy/1450496699
绝版恐怖鬼话连篇,https://www.goodiptv.club/yy/1354952229
小甜甜 大秧歌,https://www.goodiptv.club/yy/1382658790
皮蛋影视 正在直播,https://www.goodiptv.club/yy/23055599
斗罗斗破1,https://www.goodiptv.club/yy/1354768828
我和僵尸有个约会,https://www.goodiptv.club/yy/1354143966
动漫2,https://www.goodiptv.club/yy/1382788679
雪中悍刀行1,https://www.goodiptv.club/yy/1354943110
斗罗斗破2,https://www.goodiptv.club/yy/1354768831
经典港片 3000部,https://www.goodiptv.club/yy/1353059120
绝版电影 600部,https://www.goodiptv.club/yy/1382764593
动漫3,https://www.goodiptv.club/yy/25055036
武林外传2,https://www.goodiptv.club/yy/1353852605
港片赌片 3000部,https://www.goodiptv.club/yy/1355076627
无敌燕双鹰,https://www.goodiptv.club/yy/1354825244
(周星驰)超经典搞笑电影,https://www.goodiptv.club/yy/29945997
进来 陪你看动漫,https://www.goodiptv.club/yy/1352866135
经典港剧《法证先锋》,https://www.goodiptv.club/yy/1461993663
经典电影1,https://www.goodiptv.club/yy/1355142167
为什么你一直是单身,https://www.goodiptv.club/yy/89431014
吃鱼了,https://www.goodiptv.club/yy/1382764587
笑傲江湖 4K超清,https://www.goodiptv.club/yy/1354282410
进来 陪你看电视,https://www.goodiptv.club/yy/1353518742
泡芙陪你看电影,https://www.goodiptv.club/yy/24407222
林正英僵尸 恐怖片,https://www.goodiptv.club/yy/1455891197
欢乐集结号-每天笑不停,https://www.goodiptv.club/yy/1382741642
地下交通站,https://www.goodiptv.club/yy/1382736795
风筝,https://www.goodiptv.club/yy/1382828770
绝版恐怖鬼片,https://www.goodiptv.club/yy/1382748585
天道-9.2高分好剧,https://www.goodiptv.club/yy/1382735574
花儿开心吧,https://www.goodiptv.club/yy/1354930984
24小时小雅陪你看,https://www.goodiptv.club/yy/1331686180
火蓝刀锋,https://www.goodiptv.club/yy/1382737892
YY恐怖电影,https://www.goodiptv.club/yy/24066336
康熙王朝,https://www.goodiptv.club/yy/1382736818
星爷经典-百看不厌,https://www.goodiptv.club/yy/1382736808
九品芝麻官包龙星,https://www.goodiptv.club/yy/1354930968
你最爱的宋小宝,https://www.goodiptv.club/yy/1354936198
经典港片电影,https://www.goodiptv.club/yy/1382793140
天龙八部1,https://www.goodiptv.club/yy/1351814644
小兵张嘎,https://www.goodiptv.club/yy/1354930225
笑傲江湖1,https://www.goodiptv.club/yy/1354930909
读心神探,https://www.goodiptv.club/yy/1382736875
亲爱的热爱的,https://www.goodiptv.club/yy/1354932433
 逋鞠盗 -国产喜剧,https://www.goodiptv.club/yy/1382736856
惊恐盗暮鬼怪,https://www.goodiptv.club/yy/1382749525
【成龙经典】动作,https://www.goodiptv.club/yy/34460526
神雕侠侣,https://www.goodiptv.club/yy/1351762426
情满四合院2,https://www.goodiptv.club/yy/1382736848
二号交通站,https://www.goodiptv.club/yy/1382735582
情满四合院3,https://www.goodiptv.club/yy/1382736888
【林正英】僵尸 鬼片,https://www.goodiptv.club/yy/30668277
经典大片合集,https://www.goodiptv.club/yy/1382749895
父母爱情1,https://www.goodiptv.club/yy/1354926650
你所喜欢的颖宝,https://www.goodiptv.club/yy/1456829119
我的前半生,https://www.goodiptv.club/yy/1382735564
欢乐颂,https://www.goodiptv.club/yy/1382735624
福贵,https://www.goodiptv.club/yy/1354926537
【港片】赌片 动作,https://www.goodiptv.club/yy/24921161
【神雕侠侣】金庸经典,https://www.goodiptv.club/yy/1382704651
我爱我家,https://www.goodiptv.club/yy/1382735557
笑声传奇,https://www.goodiptv.club/yy/1382736880
【动漫】斗罗斗破超清全屏,https://www.goodiptv.club/yy/28796627
雪儿动漫,https://www.goodiptv.club/yy/1354143938
【电影】顶级动作电影,https://www.goodiptv.club/yy/24923327
张国荣与周润发的兄弟情,https://www.goodiptv.club/yy/1354930961
经典动漫1,https://www.goodiptv.club/yy/22777075
M恐怖片正在直播,https://www.goodiptv.club/yy/1352956876
平凡岁月,https://www.goodiptv.club/yy/1382745117
西游记后传 蓝光,https://www.goodiptv.club/yy/1353392400
丫头动漫 斗罗斗破,https://www.goodiptv.club/yy/1458722520
【老九门】电视剧,https://www.goodiptv.club/yy/1355336008
【电影】超然巨作1,https://www.goodiptv.club/yy/26623173
易中天品三国,https://www.goodiptv.club/yy/1354931498
【科幻电影】,https://www.goodiptv.club/yy/1355065896
【电影】超然巨作2,https://www.goodiptv.club/yy/29170933
燕双鹰系列,https://www.goodiptv.club/yy/1457622044
【赌神片 动作片 港片】,https://www.goodiptv.club/yy/1355112116
灌篮高手 正在直播,https://www.goodiptv.club/yy/1351417866
